,Local.Modularity,Clustering.Coef,Participation.Coef,Within.Module.Z.Degree,Participant.Manifold.Eccentricity,Global.Modularity,Transitivity,Char.Path.Length,Timepoint,subid
27,2.87,0.3822877090665589,0.6285724589476702,8.881784197001253e-18,0.09609124639695227,0.42073346355580543,0.382287709066559,0.11607287864392073,baseline,sub-037
28,3.65,0.3961715599573061,0.6047728049639525,-9.159339953157541e-17,0.09763784396025443,0.4426323897494483,0.39617155995730624,0.10700814755922405,baseline,sub-041
29,2.815,0.4132968826884437,0.5537017530047791,-2.242650509742816e-16,0.11061079336308217,0.4757071506033933,0.41329688268844383,0.09737210944532024,baseline,sub-043
30,2.875,0.36724379151031833,0.5261330691130794,-1.3877787807814457e-16,0.10890365048251048,0.4504739490571511,0.36724379151031833,0.08372305679594026,baseline,sub-045
31,2.64,0.2675620642126208,0.6604715331259637,2.7200464103316337e-16,0.09272372585545066,0.3795953971090438,0.26756206421262074,0.0853603678731509,baseline,sub-050
32,1.88,0.4487731014051339,0.6123646633271026,-7.271960811294776e-17,0.11201868882373005,0.3923631517905575,0.44877310140513366,0.1413376564283062,baseline,sub-054
33,2.265,0.4056830214609002,0.6100552918117795,5.828670879282072e-17,0.11125853439272278,0.4574774674809896,0.40568302146090046,0.11074183561570253,baseline,sub-055
34,2.92,0.35790430568799486,0.5413959219236979,-1.5987211554602254e-16,0.11162229609881606,0.49880018349352817,0.357904305687995,0.07948100525490338,baseline,sub-057
35,3.455,0.30530406571358815,0.5939306110501678,5.662137425588298e-17,0.10666281530830805,0.422570415421495,0.3053040657135882,0.07612471776356597,baseline,sub-058
36,2.105,0.37184151053104736,0.5821107364086529,1.63202784619898e-16,0.10460219272701639,0.48275132059479386,0.3718415105310472,0.09090716868402997,baseline,sub-059
37,2.41,0.4647413555570158,0.5912258691128346,4.9960036108132046e-17,0.10303751648952149,0.45433811704390137,0.46474135555701573,0.11922217862803636,baseline,sub-063
38,2.375,0.37242428110705544,0.5173790703807112,8.881784197001253e-17,0.1051594820911854,0.47011932152291247,0.37242428110705544,0.09049688005367067,baseline,sub-065
39,2.825,0.44001125470312835,0.5634302124582713,-2.3810163909954164e-17,0.10910278837254417,0.4405719428448289,0.4400112547031287,0.12208873510840455,baseline,sub-067
40,3.635,0.30918253140823226,0.5668502825938784,-8.881784197001253e-18,0.09980583495636086,0.4530406748303678,0.30918253140823215,0.07671623368015447,baseline,sub-069
41,2.42,0.4131728368733226,0.5268107381536304,-1.1546319456101628e-16,0.10690546471546086,0.5401088555376621,0.41317283687332274,0.08901459629096001,baseline,sub-071
42,2.9,0.39503523428600096,0.5819803405689585,-3.885780586188048e-18,0.10588115573860186,0.43617288977388774,0.395035234286001,0.11068006060761167,baseline,sub-072
43,3.27,0.4034901471635781,0.6201128284543054,-5.301314942585122e-17,0.10783910833871016,0.3937625438672438,0.4034901471635782,0.11002247071825683,baseline,sub-075
44,3.355,0.3808667976769988,0.5631732712790273,-4.135580766728708e-17,0.1006988482641466,0.4329442440911656,0.38086679767699855,0.09707000057479122,baseline,sub-076
45,3.56,0.40728674241345575,0.5542904963715989,-2.1316282072803005e-16,0.10238522800892022,0.43161382248643787,0.4072867424134557,0.1132341369868839,baseline,sub-077
46,2.995,0.4791371192106107,0.5926641040218403,4.5519144009631415e-17,0.09672015348963865,0.4315311913377185,0.47913711921061086,0.12175511743702515,baseline,sub-082
47,2.46,0.36086800970365424,0.6030533210689782,-7.938094626069869e-17,0.09555296386423237,0.41536055778563546,0.3608680097036541,0.11711543179082372,baseline,sub-083
48,2.805,0.3360807638919436,0.49153042837485467,4.3853809472693685e-17,0.117342670271582,0.5091052270089993,0.33608076389194347,0.07475576698370334,baseline,sub-084
49,2.45,0.42339770540592575,0.5711753210370317,-2.020605904817785e-16,0.10369442840040577,0.42426656526813145,0.42339770540592553,0.11597564159954252,baseline,sub-086
50,3.19,0.4569642756065096,0.675655208238743,-6.161737786669619e-17,0.09967725050680847,0.4061576933581312,0.45696427560650976,0.14432256073690164,baseline,sub-090
51,2.305,0.33938313750713767,0.5387528503758037,3.441691376337985e-17,0.11270839291638332,0.46915861724060903,0.33938313750713756,0.08572687561750697,baseline,sub-091
52,3.965,0.324339082494182,0.5781228549540011,2.2898349882893854e-16,0.10374858529179941,0.44233273957953834,0.32433908249418203,0.08517178861814731,baseline,sub-092
53,2.26,0.34513514220444363,0.5745073346408784,-1.1324274851176597e-16,0.11174614537185253,0.4584168175487604,0.34513514220444375,0.08689648464468112,baseline,sub-094
54,3.11,0.3609027395489815,0.4791072674391921,8.659739592076221e-17,0.12289015186768465,0.504230279378878,0.3609027395489815,0.07903284763875126,baseline,sub-097
55,2.835,0.3558247249580597,0.6318464577611667,-1.554312234475219e-16,0.09377533492054912,0.3769786889454133,0.3558247249580597,0.1057695019833326,baseline,sub-099
56,2.81,0.43857239365339146,0.5717150496128665,-1.2594092435591619e-16,0.10793077355483276,0.45317213777390986,0.4385723936533916,0.1105263711609229,baseline,sub-100
57,3.095,0.545852379975631,0.5870363118091493,-1.9706458687096528e-17,0.10822475947771873,0.40487562037855335,0.5458523799756307,0.1530538384687493,baseline,sub-102
58,2.565,0.3681042238910283,0.5379328596486618,1.7708057242771247e-16,0.10093595633802338,0.5016985546973285,0.3681042238910282,0.08615744936626721,baseline,sub-103
59,2.83,0.49239764181241724,0.4957139107618503,-1.0769163338864018e-16,0.12425127939237876,0.5451108449538419,0.4923976418124171,0.1016900131160177,baseline,sub-104
60,2.78,0.3813332073336308,0.4982987001480669,9.658940314238862e-17,0.10639562587143488,0.49830593847244387,0.3813332073336306,0.08561891472208698,baseline,sub-108
61,3.735,0.30972286917048686,0.5942515018532553,1.3433698597964394e-16,0.08992810935416758,0.37347419290605854,0.3097228691704869,0.09330671925076309,baseline,sub-109
62,3.015,0.43800820508479194,0.4963448935849135,1.3072876114961218e-16,0.10669951021797025,0.4808643172958794,0.4380082050847917,0.10418631204914365,baseline,sub-111
63,3.05,0.35844605577358024,0.608164239814459,1.3988810110276973e-16,0.0974384536278901,0.38699896265058015,0.35844605577358013,0.10892677018104643,baseline,sub-112
64,2.905,0.3602374657637437,0.5682222910254275,2.2870594307278225e-16,0.1007209039594583,0.44857994619117336,0.3602374657637439,0.09936112020880347,baseline,sub-113
65,3.12,0.31818083914849454,0.6730189836158392,-8.382183835919932e-17,0.09414936092042044,0.3497299998032483,0.31818083914849454,0.10494029568353831,baseline,sub-115
66,3.6,0.3881874723472334,0.47948080447013525,-2.622901895676932e-16,0.11568839292446119,0.5400990205008249,0.3881874723472335,0.08499983671699557,baseline,sub-116
67,2.94,0.34655150983502936,0.6331362957722211,-5.551115123125783e-17,0.10220605152440791,0.4103057669684108,0.34655150983502925,0.09671459893454001,baseline,sub-117
68,2.34,0.3429200260425752,0.5592995161315436,1.4432899320127036e-17,0.11308842165776056,0.4496740348113147,0.3429200260425752,0.08930806081988742,baseline,sub-121
69,3.105,0.3469662858581746,0.59208246237542,-5.273559366969494e-18,0.11180195616479884,0.48264939061989715,0.34696628585817446,0.08454163380778569,baseline,sub-124
70,2.53,0.3746510715289046,0.4449970160862563,1.4432899320127036e-17,0.12360677894727795,0.5228551915705714,0.37465107152890437,0.08111656436299829,baseline,sub-126
71,2.605,0.37521422038006336,0.6405562632610362,2.55351295663786e-17,0.10858529057988683,0.4351523412708428,0.3752142203800635,0.11883249797856597,baseline,sub-127
72,2.17,0.34254575766237333,0.6026121229044322,3.0753177782116836e-16,0.10964326222503945,0.4000941369715919,0.34254575766237344,0.10196888051054344,baseline,sub-132
73,2.055,0.46017824316592004,0.5710188388684176,-1.657007864253046e-16,0.1041261225505385,0.4590705246770599,0.46017824316592015,0.12641637871073186,baseline,sub-136
74,2.645,0.3501753476124596,0.5146205659725197,2.0539125955565396e-17,0.10347315000934558,0.5176207140486697,0.3501753476124596,0.08072285799034405,baseline,sub-140
75,2.53,0.4159462477067016,0.631508469651505,-2.9476421303797904e-16,0.1061048754752711,0.4058129570283955,0.41594624770670174,0.13940237989262824,baseline,sub-146
76,2.72,0.3581508240586561,0.6031257910300633,-2.842170943040401e-16,0.09562174095571403,0.4194613128367333,0.35815082405865617,0.10501783750241354,baseline,sub-147
77,3.44,0.4027997408757303,0.5054791005638712,1.1934897514720432e-16,0.10909121223311345,0.4694706698534457,0.40279974087573006,0.09278136235145859,baseline,sub-149
78,2.35,0.43101115172573934,0.5486983214720478,-7.549516567451065e-17,0.1090810209529095,0.4711069440449408,0.4310111517257392,0.10146613784883995,baseline,sub-152
79,2.605,0.44286928995580965,0.5000744121633138,1.1546319456101628e-16,0.13086547200168847,0.5646235285235155,0.44286928995580965,0.0958361595234803,baseline,sub-153
80,2.395,0.395256682815765,0.6024705727423634,1.4488410471358292e-16,0.1088886933331906,0.4296267697170676,0.39525668281576526,0.10596438367776502,baseline,sub-155
81,3.205,0.353184084119364,0.5900831648561833,-1.3433698597964394e-16,0.10397877926595113,0.4664599324559903,0.3531840841193638,0.09072694032239449,baseline,sub-156
82,2.885,0.4717314839117374,0.5207258083523789,-2.9753977059954197e-16,0.1180570910306994,0.5201646411288672,0.47173148391173736,0.10810354432653274,baseline,sub-158
83,3.345,0.38522665223504476,0.6186392378699139,2.7255975254547594e-16,0.10192463831388875,0.42888825795179386,0.38522665223504465,0.10278921608675971,baseline,sub-159
84,3.15,0.37288282917519544,0.5027913438077561,2.242650509742816e-16,0.10755395581806397,0.5243753054891741,0.37288282917519544,0.07966894667969177,baseline,sub-160
85,3.095,0.32234920977252934,0.5798312948916117,1.3225531780847176e-16,0.09769493953798765,0.43097064563732607,0.32234920977252945,0.07952280136813941,baseline,sub-161
86,2.515,0.46629506612136246,0.5676306092641092,-8.590350653037149e-17,0.10511708813351131,0.5028218270772559,0.4662950661213627,0.10883860294182969,baseline,sub-163
87,2.87,0.35155558926006397,0.4584316032305872,-1.0685896612017132e-16,0.10758978912957222,0.5057775812167419,0.3515555892600639,0.07436984032670756,baseline,sub-164
